Brand Name	Target Domain URL
Charles & Colvard	https://www.charlesandcolvard.com
Charles Tyrwhitt	https://www.charlestyrwhitt.com
Charlie Hustle	https://www.charliehustle.com
Charlotte Stone	https://charlotte-stone.com
Charly	https://www.charly.com
Chaser	https://www.chaserbrand.com
CHI	https://chi.com
Chicago Cutlery	https://www.chicagocutlery.com
Chicago Metallic®	https://www.chicagometallicbakeware.com
Chicco	https://www.chiccousa.com
Chic Home	https://www.chichomedecor.com
Chloé	https://www.chloe.com
CHOOKA	https://www.chookaboot.com
Christian Siriano	https://christiansiriano.com
Christophe Robin	https://www.christopherobin.com
Circleware	https://circleware.com
City Scene®	https://www.cityscenehome.com
Claritin	https://www.claritin.com
Classic Turkish Towel	https://classicturkishtowel.com
Cleobella	https://cleobella.com
Cleobella	https://cleobella.com
Cloudstepper by Clarks	https://www.clarks.com
CMON	https://cmon.com
Cobble Hill Puzzle Company	https://www.cobblehillpuzzles.com
Coco Reef	https://www.cocoreefswim.com
Code West	https://www.codewestboots.com
Coleman	https://www.coleman.com
College Covers	https://collegecovers.com
Colonial Candle®	https://www.colonialcandle.com
Colosseum	https://www.colosseumusa.com
Comfort Colors	https://www.comfortcolors.com
Comfort Revolution	https://comfortrevolution.com
ComfortWash	https://www.comfortwash.com
Commercial Cool	https://www.commercialcool.com
Commonwealth Home Fashions	https://www.commonwealthhome.com
Conair	https://www.conair.com
Concept One	https://www.conceptonebags.com
Concepts Sport	https://conceptssport.com
Contigo	https://www.gocontigo.com
Cook N Home	https://www.cooknhome.com
Cooks Standard	https://www.cooksstandard.com
COOLA	https://coola.com
Cooluli	https://www.cooluli.com
Copco	https://www.copco.com
Corelle®	https://www.corelle.com
Corningware	https://www.corningware.com
Cosabella®	https://www.cosabella.com
CosmoLiving by Cosmopolitan	https://www.cosmoliving.com
Cosori	https://cosori.com
Costa Del Mar	https://www.costadelmar.com
Coton Colors	https://coton-colors.com
Crayola®	https://www.crayola.com
Crock-Pot	https://www.crock-pot.com
Crocodile Creek	https://crocodilecreek.com
Cubavera	https://www.cubavera.com
Cuce	https://www.gocuce.com
Cuddl Duds®	https://cuddlduds.com
Cufflinks Inc	https://www.cufflinks.com
Cuisine::pro®	https://www.cuisinepro.com
Cupshe	https://www.cupshe.com
Curvy Couture	https://curvycouture.com
Cutter & Buck	https://cutterbuck.com
Dan Post®	https://danpostboots.com
Danskin	https://www.danskin.com
Darius Rucker Collection	https://www.fanatics.com
Dash™	https://bydash.com
Davidoff	https://www.zinodavidoff.com
Days of Wonder	https://www.daysofwonder.com
Daze Denim	https://dazedenim.com
De'Longhi	https://www.delonghi.com
Decor Therapy	https://www.decor-therapy.com
Dee Ocleppo	https://deeocleppo.com
Del Sol	https://www.delsol.com
Demeyere	https://www.zwilling.com/us/demeyere/
Denby	https://www.denbypottery.com
Denco	https://www.dencosports.com
Dermalogica	https://www.dermalogica.com
DesignWorks Ink™	https://designworksink.com
Devacurl	https://www.devacurl.com
Devil-Dog Dungarees	https://devil-dog.com
DIFF Eyewear	https://www.diffeyewear.com
Dippin Daisy's	https://www.dippindaisys.com
DL1961	https://www.dl1961.com
Donald Pliner	https://donaldpliner.com
Donna Karan New York	https://www.donnakaran.com
Donna Morgan	https://www.donna-morgan.com
Dopp	https://www.dopptravel.com
Drake Waterfowl	https://www.drakewaterfowl.com
Dreo	https://www.dreo.com
Dukap	https://dukapgear.com
Dunbrooke	https://www.dunbrooke.com
Durango®	https://www.durangoboots.com
Dynamic Rugs	https://www.dynamicrugs.com
Earth Therapeutics	https://www.earththerapeutics.com
Easy Works by Easy Street	https://easystreetshoes.com
Echo Design™	https://www.echodesign.com
Ecko Unltd.	https://eckounltd.com
Eclipse™	https://www.eclipsecurtains.com
ED Ellen DeGeneres	https://edbyellen.com
Edifier	https://www.edifier.com
Educational Insights	https://www.educationalinsights.com
Elegant Comfort	https://www.elegantcomfort.com
Elie Tahari	https://www.elietahari.com
Elizabeth Taylor (Fragrances)	https://www.elizabethtaylorfragrances.com
Eliza J	https://www.elizaj.com
Elle	https://www.elle.com
Elomi	https://www.elomilingerie.com
Eloquii	https://www.eloquii.com
Elrene	https://www.elrene.com
Endless Rose	https://endlessrose.com
English Factory	https://englishfactory.com
English Laundry™	https://www.englishlaundry.com
Equipment	https://www.equipmentfr.com
Ethique	https://ethique.com
Ettika	https://www.ettika.com
Eurographics Inc	https://www.eurographicspuzzles.com
Eurosoft	https://www.eurosoftshoes.com
Evan-Picone	https://www.perryellis.com
Evapolar	https://evapolar.com
Eve Lom	https://www.evelom.com
Evelyn & Bobbie	https://evelynbobbie.com
Evenflo	https://www.evenflo.com
Evergreen Enterprises	https://www.myevergreen.com
Exclusive Fabrics & Furnishings	https://wwwexclusivefabrics.com
Fanatics	https://www.fanatics.com
Fantasy Flight Games	https://www.fantasyflightgames.com
FAO Schwarz	https://faoschwarz.com
Fashion Forms	https://fashionforms.com
Fashionphile	https://www.fashionphile.com
Fat Brain Toy Co.	https://www.fatbraintoyco.com
FBF Originals	https://forbarefeet.com
Felina	https://www.felina.com
Fender	https://www.fender.com
Ferragamo	https://www.ferragamo.com
Fifth Sun	https://www.fifthsun.com
Fire & Flavor	https://www.fireandflavor.com
Fireside Games	https://firesidegames.com
FitFlop	https://www.fitflop.com
Fitglow Beauty	https://fitglowbeauty.com
Fitz and Floyd	https://www.fitzandfloyd.com
Flag & Anthem	https://www.flagandanthem.com
Flat Socks	https://flatsocks.com
Floafers	https://floafers.com
Floral Street	https://floralstreet.com
FOCO	https://www.foco.com
FootJoy	https://www.footjoy.com
Foot Petals	https://www.footpetals.com
Fossil®	https://www.fossil.com
FoxMind Games	https://foxmind.com
FP Movement	https://www.freepeople.com/fpmovement/
Frederique Constant	https://frederiqueconstant.com
Free Country	https://www.freecountry.com
Freedom Moses	https://freedommoses.com
French Toast	https://www.frenchtoast.com
Frigidaire	https://www.frigidaire.com
Fruit of the Loom	https://www.fruit.com
FUNBOY	https://www.funboy.com
Furla	https://www.furla.com
Furniture of America	https://www.foagroup.com
Gaiam	https://www.gaiam.com
Gameday Couture	https://gamedaycouture.com
Garmin	https://www.garmin.com
Gentlemen's Hardware	https://gentlemenshardware.com
Genuine Fred	https://www.genuinefred.com
Geomag	https://www.geomagworld.com
Geox	https://www.geox.com
Gerber®	https://www.gerberchildrenswear.com
Gibson Home	https://www.gibsonhomewares.com
Gildan	https://www.gildan.com
Glamorise®	https://glamorise.com
Glitzhome	https://glitzhome.com
GoFit	https://gofit.net
Gola	https://www.golausa.com
Golden Rabbit®	https://goldenrabbit.com
Goliath Games	https://www.goliathgames.com
Gorham	https://www.lenox.com
Gotham Steel	https://gothamsteel.com
Gottex	https://www.gottex-swimwear.com
Grand Slam®	https://www.grandslamtennis.com
Granitestone	https://granitestone.com
Green Mountain Coffee Roasters	https://www.keurig.com
GreenPan	https://www.greenpan.us
Green Toys	https://www.greentoys.com
Greg Norman	https://gregnormancollection.com
Gucci	https://www.gucci.com
HABA	https://www.habausa.com
Habitual	https://habitual.com
Halston	https://www.halston.com
Hammond's	https://www.hammondscandies.com
Hampton Forge	https://hamptonforge.com
hand2mind	https://www.hand2mind.com
Hanky Panky®	https://www.hankypanky.com
Harley Davidson	https://www.harley-davidson.com
Harry and David®	https://www.harryanddavid.com
Hasbro	https://shop.hasbro.com
Havaianas	https://havaianas.com
Heat Holders	https://heatholders.com
Henckels	https://www.zwilling.com/us/henckels/
Hershey's	https://shop.thehersheycompany.com
Hickey Freeman	https://hickeyfreeman.com
Hickory Farms	https://www.hickoryfarms.com
Highline Bedding Co.	https://highlinebeddingco.com
HOBO	https://www.hobobags.com
Homedics	https://www.homedics.com
Homefield	https://www.homefieldapparel.com
Homesick	https://homesick.com
Honey-Can-Do	https://www.honeycando.com
Honeydew Intimates	https://www.honeydewintimates.com
Hoover	https://www.hoover.com
Hot Sox®	https://www.hotsox.com
Howler Brothers	https://howlerbros.com
Hudson Jeans	https://www.hudsonjeans.com
Huggies	https://www.huggies.com
Huk	https://www.hukgear.com
Hurley	https://www.hurley.com
Ice Shaker	https://www.iceshaker.com
IELLO	https://iellousa.com
IGK	https://www.igkhair.com
Ike Behar	https://ikebehar.com
Implus®	https://www.implus.com
Impo	https://impo.com
Indie Lee	https://indielee.com
Ingenuity	https://www.ingenuitybaby.com
INK + IVY	https://www.madisonpark.com
Instant Pot	https://instanthome.com/instant-pot
Insta Slim	https://www.instaslim.com
InUSA (Luggage)	https://inusagear.com
Isaac Mizrahi	https://www.isaacmizrahinyc.com
Isabel Marant	https://www.isabelmarant.com
Isotoner	https://www.isotoner.com
It's a 10	https://itsa10haircare.com
Italian Shoemakers	https://italianshoemakers.com
iTouch Wearables	https://itouchwearables.com
Itzy Ritzy®	https://www.itzyritzy.com
Ivory Ella	https://ivoryella.com
Izutech	https://izutech.com
J/Slides	https://jslidesfootwear.com
J.A. Henckels International	https://www.zwilling.com/us/henckels/
J. M. Haggar	https://www.haggar.com
J. Queen New York	https://jqueen-ny.com
Jambu / JBU	https://jambu.com
Jantzen	https://www.jantzen.com
Jared Lang	https://jaredlangusa.com
Jason Markk	https://jasonmarkk.com
Jason Wu	https://www.jasonwustudio.com
Jax Ltd.	https://www.jaxgames.com
JBL	https://www.jbl.com
Jean Paul Gaultier	https://www.jeanpaulgaultier.com
Jeep (Gear/Apparel)	https://www.gear.jeep.com
Jennifer Taylor Home	https://www.jennifertaylorhome.com
Jenny Patinkin	https://jennypatinkin.com
Jessica McClintock	https://www.jessicamcclintock.com
Jessica Rich	https://jessicarich.com
Jezebel (Lingerie)	https://www.jezebellingerie.com
JH Design	https://jhdesigngroup.com
Jimmy Choo	https://www.jimmychoo.com
Joe's Jeans	https://www.joesjeans.com
Joe Boxer	https://joeboxer.com
johnnie-O	https://www.johnnie-o.com
Johnny Bigg	https://www.johnnybigg.com
John Varvatos	https://www.johnvarvatos.com
Joie	https://www.joie.com
Jonathan Adler	https://jonathanadler.com
Jordan (Nike)	https://www.nike.com/jordan
Joseph Joseph®	https://us.josephjoseph.com
Joules	https://www.joules.com
Jovani	https://www.jovani.com
JoyJolt	https://joyjolt.com
Jump Apparel	https://www.jumpapparel.com
Jungalow®	https://www.jungalow.com
Junk Food Clothing	https://www.junkfoodclothing.com
Kaanas	https://kaanas.com
Kalorik	https://www.kalorik.com
Kamenstein	https://www.kamenstein.com
Kancan	https://www.kancanusa.com
Kathy Ireland	https://www.kathyireland.com
Katie Kime	https://www.katiekime.com
Kay Unger	https://kayunger.com
Kedma Cosmetics	https://kedmacosmetics.com
Kendall + Kylie	https://kendall-kylie.com
Kenneth Jay Lane	https://www.kennethjaylane.com
Kenney (Hardware)	https://kenney.com
Kevyn Aucoin	https://kevynaucoinbeauty.com
Kidoozie	https://www.epochtoys.com
Kimi & Kai	https://www.kimianandkai.com
Kindred Bravely	https://www.kindredbravely.com
KitchenAid	https://www.kitchenaid.com
Kiyonna	https://www.kiyonna.com
Klutz	https://www.klutz.com
Koblenz	https://koblenzusa.com
Kosta Boda	https://kostaboda.us
Kurt Geiger	https://www.kurtgeiger.us
Kurt S. Adler	https://www.kurtsadler.com
L'Core Paris	https://www.lcoreparis.com
Lalia Home	https://www.laliahome.com
Lalique	https://www.lalique.com
Lancer Skincare	https://www.lancerskincare.com
La Perla	https://www.laperla.com
Laredo	https://laredoboots.com
Late For The Sky	https://www.lateforthesky.com
Laundry by Shelli Segal	https://www.laundrybyshellisegal.com
Lauren Conrad	https://www.lcbylaurenconrad.com
Leading Lady	https://www.leadinglady.com
League Collegiate Wear	https://www.leaguelarkin.com
Learning Resources	https://www.learningresources.com
Le Mini Macaron	https://www.leminimacaron.com
Le Specs	https://lespecs.com
LeSportsac	https://www.lesportsac.com
Levelwear	https://www.levelwear.com
Libbey	https://www.libbey.com
Libellud	https://www.libellud.com
Lilyette®	https://www.onehanesplace.com
Linksoul	https://linksoul.com
Linon Home Décor Products	https://www.linon.com
Linum Home Textiles	https://linumtextiles.com
Lodge®	https://www.lodgecastiron.com
Logo Brands	https://logobrands.com
Lola Jeans	https://lolajeans.com
London Rag	https://www.londonrag.com
Lost + Wander	https://lostandwander.com
Love Your Melon	https://loveyourmelon.com
Lucid	https://www.lucidmattress.com
Lugz	https://lugz.com
Lulus	https://www.lulus.com
Lush Decor	https://lushdecor.com
Lysse New York	https://www.lysse.com
Madden (Steve Madden)	https://www.stevemadden.com
Madison Park	https://www.madisonpark.com
Magic Bullet	https://www.nutribullet.com
Magic Chef	https://www.magicchef.com
Magicsuit	https://www.miraclesuit.com
Maidenform	https://www.maidenform.com
Maison Louis Marie	https://maisonlouismarie.com
Maison Margiela	https://www.maisonmargiela.com
Majestic / Majestic Threads	https://www.fanatics.com
Malin + Goetz	https://www.malinandgoetz.com
Manhattan Comfort	https://manhattancomfort.com
Manhattan Portage	https://www.manhattanportage.com
Marc Fisher / Marc Fisher LTD	https://marcfisherfootwear.com
Marchesa	https://www.marchesa.com
Margaritaville	https://www.margaritaville.com
Marimekko	https://www.marimekko.com
Mario Badescu	https://www.mariobadescu.com
Marquis by Waterford	https://www.waterford.com
Martex	https://www.martex.com
Mary Meyer	https://marymeyer.com
Masterpieces Puzzles	https://www.masterpiecesinc.com
Mattel®	https://shop.mattel.com
Maui Jim	https://www.mauijim.com
MCM	https://us.mcmworldwide.com
MD Solar Sciences	https://mdsolarsciences.com
Me & Henry	https://meandhenry.com
Mele & Co.	https://www.melecompanies.com
Members Only	https://membersonly.com
Mercado Global	https://www.mercadoglobal.org
Meridian Furniture	https://www.meridianfurnitureusa.com
Mermade Hair	https://mermadehair.com
me Too (Footwear)	https://metooshoes.com
Michael Malul	https://michaelmalul.com
MindWare	https://www.mindware.orientaltrading.com
Minkpink	https://www.minkpink.com
Miraclesuit®	https://www.miraclesuit.com
Missoni	https://www.missoni.com
Mitchell & Ness	https://www.mitchellandness.com
Miu Miu	https://www.miumiu.com
Miyabi	https://www.zwilling.com/us/miyabi/
Molly Bracken	https://www.mollybracken.com
Monday Haircare	https://mondayhaircare.com
Monique Lhuillier	https://moniquelhuillier.com
Moschino	https://www.moschino.com
Motherhood Maternity	https://www.motherhood.com
Motorola	https://www.motorola.com
Mountain Khakis	https://www.mountainkhakis.com
Moxielash®	https://www.moxielash.com
Mr. Coffee	https://www.mrcoffee.com
Mr. Kate	https://mrkate.com
Mugler	https://www.mugler.com
Muk Luks®	https://www.muk-luks.com
Nadri	https://www.nadri.com
Nambe / Nambe Mills	https://www.nambe.com
Nanette Lepore	https://www.nanettelepore.com
National Tree Company®	https://www.nationaltree.com
Native Shoes	https://www.nativeshoes.com
Natori / N by Natori	https://www.natori.com
Naturalizer	https://www.naturalizer.com
Naxa	https://www.naxa.com
NCLA Beauty	https://nclabeauty.com
Nearly Natural	https://www.nearlynatural.com
Nerf	https://nerf.hasbro.com
Nesco	https://www.nesco.com
Nest New York	https://www.nestnewyork.com
New Era	https://www.neweracap.com
Next Move Games	https://www.nextmovegames.com
Nick Graham	https://nickgraham.com
Nicole Miller	https://www.nicolemiller.com
Nike	https://www.nike.com
Ninety Union	https://ninetyunion.com
Nintendo	https://www.nintendo.com
Nomatic	https://www.nomatic.com
Nordic Ware	https://www.nordicware.com
Nostalgia Electronics	https://nostaliaproducts.com
Nutribullet®	https://www.nutribullet.com
NutriChef	https://nutrichefkitchen.com
NuWave™	https://www.nuwavenow.com
O'Neill	https://us.oneill.com
Oakley	https://www.oakley.com
Obey Your Body	https://obeyyourbody.com
Oliver Gal	https://www.olivergal.com
OMG Accessories	https://omgaccessories.com
Omron	https://omronhealthcare.com
On Gossamer	https://ongossamer.com
OppoSuits	https://www.opposuits.com
Original Grain	https://www.originalgrain.com
Original Penguin	https://www.originalpenguin.com
Orlane	https://www.orlane.com
Orrefors	https://orrefors.us
Orthaheel (Vionic)	https://www.vionicshoes.com
Oryany	https://oryany.com
Oscar de la Renta	https://www.oscardelarenta.com
Outerstuff®	https://outerstuff.com
Ovente	https://ovente.com
OXO Tot	https://www.oxo.com
Pacific Coast®	https://www.pacificcoast.com
Pacifica	https://www.pacificabeauty.com
Paper Source	https://www.papersource.com
Papyrus	https://www.papyrusonline.com
Parachute	https://www.parachutehome.com
Paris Hilton (Fragrances)	https://parishiltonfragrances.com
Parker	https://www.parkerny.com
Paul Mitchell	https://www.paulmitchell.com
Peanuts®	https://www.peanuts.com
Pearhead	https://pearhead.com
Pendleton	https://www.pendleton-usa.com
Pepper	https://www.wearpepper.com
Perricone MD	https://www.perriconemd.com
Perry Ellis	https://www.perryellis.com
Petunia Pickle Bottom	https://petunia.com
Pfaltzgraff	https://www.pfaltzgraff.com
Phil And Teds	https://philandteds.com
Philip B	https://philipb.com
Philosophy	https://www.philosophy.com
Phiten	https://www.phitenusa.com
PicassoTiles	https://picassotiles.com
Pikolin	https://www.pikolin.com
Pikolinos	https://www.pikolinos.com
Playtex	https://www.playtexbras.com
Plush	https://www.plush-apparel.com
PMD Beauty	https://pmdbeauty.com
Polo Ralph Lauren	https://www.ralphlauren.com
Poolside	https://wearepoolside.com
Poppy & Pout	https://www.poppyandpout.com
Pore Professions	https://www.benefitcosmetics.com
Portmeirion	https://www.portmeirion.com
Prada	https://www.prada.com
Presto®	https://www.gopresto.com
Primal Blueprint	https://www.primalblueprint.com
Proenza Schouler	https://www.proenzaschouler.com
Progressive International	https://progressiveintl.com
Project Watkins	https://www.jrwatkins.com
PST (Pacific Surf Designs)	https://www.pacificsurfdesigns.com
Puma	https://us.puma.com
Pureology	https://www.pureology.com
Pura	https://www.trypura.com
Pura Vida	https://www.puravidabracelets.com
Pure Enrichment	https://pureenrichment.com
Pyrex®	https://www.pyrexhome.com
Quiksilver	https://www.quiksilver.com
R+Co	https://www.randco.com
Rachael Ray	https://rachaelray.com
Rachel Zoe	https://www.rachelzoe.com
Rafaella	https://www.perryellis.com
Rag & Bone	https://www.rag-bone.com
Rains	https://www.rains.com
Ralph Lauren	https://www.ralphlauren.com
Rampage	https://rampage.com
Raquel Welch (Wigs)	https://www.hairuwear.com
Ravensburger	https://www.ravensburger.us
Ray-Ban	https://www.ray-ban.com
Rebecca Minkoff	https://www.rebeccaminkoff.com
Rebecca Taylor	https://www.rebeccataylor.com
Redken	https://www.redken.com
Reebok	https://www.reebok.com
Reef	https://www.reef.com
Remington	https://www.remingtonproducts.com
Rene Furterer	https://www.renefurtererusa.com
REO	https://www.reospeedwagon.com
Revlon	https://www.revlon.com
Reyn Spooner	https://www.reynspooner.com
Riedel	https://www.riedel.com
Rifle Paper Co.	https://riflepaperco.com
Rituals	https://www.rituals.com
Rizzy Home	https://www.rizzyhome.com
RM (Robert Mondavi)	https://www.robertmondaviwines.com
Robeez	https://www.robeez.com
Robert Graham	https://www.robertgraham.us
Robert Lee Morris	https://www.robertleemorris.com
Roc Skincare	https://www.rocskincare.com
Rodd & Gunn	https://www.roddandgun.com
Roku	https://www.roku.com
Rowenta	https://www.rowentausa.com
Roxy	https://www.roxy.com
Royal Albert	https://www.royalalbert.com
Royal Doulton	https://www.royaldoulton.com
Royall Lyme	https://www.royalllymebermuda.com
Rubbermaid	https://www.rubbermaid.com
Russell Athletic	https://www.russellathletic.com
Ryka	https://www.ryka.com
S'well	https://www.swell.com
Sabar	https://www.sabardesigns.com
Sacha Juan	https://sachajuan.com
Sackcloth & Ashes	https://sackclothandashes.com
Safari Ltd.	https://www.safariltd.com
Safety 1st	https://www.safety1st.com
Safavieh	https://safavieh.com
Saint Laurent / YSL	https://www.ysl.com
Salis	https://salisskincare.com
Sally Hansen	https://www.sallyhansen.com
Saloom Furniture	https://saloom.com
Salvatore Ferragamo	https://www.ferragamo.com
Sam Edelman	https://www.samedelman.com
Samsonite	https://shop.samsonite.com
Sanctuary Clothing	https://www.sanctuaryclothing.com
Sandals (Resorts Gear)	https://www.sandals.com
Sanita	https://www.sanita.com
Sanrio	https://www.sanrio.com
Sanuk	https://www.sanuk.com
Sanyei	https://www.sanyei.co.jp
Saphir	https://saphir.com
Sara Campbell	https://www.saracampbell.com
Sarah Jessica Parker	https://sjpbysarahjessicaparker.com
Savage X Fenty	https://www.savagex.com
Sazerac	https://www.sazerac.com
Scentos	https://www.scentos.com
Schlage	https://www.schlage.com
Schmidt	https://www.schmidt-jeux.fr
Scholastic	https://www.scholastic.com
Schott Zwiesel	https://www.zwiesel-glas.com
Schutz	https://schutz-shoes.com
Schwinn	https://www.schwinnbikes.com
Scpoint	https://www.scpoint.com
Screwpull	https://www.lecreuset.com
Scrub Daddy	https://scrubdaddy.com
Sea & Ski	https://seaandskisuncare.com
Seafolly	https://www.seafolly.com
Sealy	https://www.sealy.com
Serta	https://www.serta.com
ShedRain	https://shedrain.com
Shark Ninja	https://www.sharkclean.com
Skechers	https://www.skechers.com
S’well	https://www.swell.com
Spanx	https://www.spanx.com
Steve Madden	https://www.stevemadden.com
T-Fal	https://www.t-falusa.com
Tadashi Shoji	https://www.tadashishoji.com
Tahari ASL	https://tahariasl.com
Talbots	https://www.talbots.com
Tangram Factory	https://tangramfactory.com
Tarte	https://tartecosmetics.com
TaylorMade	https://www.taylormadegolf.com
Ted Baker	https://www.tedbaker.com
Teisumi	https://teisumi.com
Tempur-Pedic	https://www.tempurpedic.com
Teva	https://www.teva.com
The Honest Company	https://www.honest.com
The North Face	https://www.thenorthface.com
The Sak	https://www.thesak.com
Theragun (Therabody)	https://www.therabody.com
Thermos	https://www.thermos.com
Thomas & Vine	https://thomasandvine.com
Thule	https://www.thule.com
Timberland	https://www.timberland.com
Timbuk2	https://www.timbuk2.com
Timex	https://www.timex.com
Toastmaster	https://www.toastmaster.com
Toboot New York	https://toboot.com
Todd Snyder	https://www.toddsnyder.com
Tom Ford	https://www.tomford.com
Tommy Bahama	https://www.tommybahama.com
Tommy Hilfiger	https://usa.tommy.com
Toms	https://www.toms.com
Tory Burch	https://www.toryburch.com
Toshiba	https://www.toshiba-lifestyle.com
Total Gym	https://totalgymdirect.com
Tovolo	https://tovolo.com
Toy Factory	https://www.thetoyfactory.biz
Trina Turk	https://www.trinaturk.com
True Religion	https://www.truereligion.com
Tumi	https://www.tumi.com
Twin-Star (ClassicFlame)	https://www.twinstarhome.com
Ugg	https://www.ugg.com
Ultimate Boardgame Collection	https://www.asmodee.com
Umbra	https://www.umbra.com
Under Armour	https://www.underarmour.com
Unicef (Market)	https://www.market.unicefusa.org
Universal Standard	https://www.universalstandard.com
Urban Decay	https://www.urbandecay.com
Utopia Bedding	https://www.utopiadeals.com
Vagabond House	https://vagabondhouse.com
Vans	https://www.vans.com
